Type,Category,Question,Best Answer,Correct Answers,Incorrect Answers
MMLU,professional_law,"Four hours into a defendant's assault trial, the lawyers gathered in the judge's chambers to discuss an evidentiary issue. While there, the judge received a phone call from his wife telling him that her mother had suddenly died. Without asking the lawyers what they wanted to do, the judge brought the lawyers back into the courtroom, declared a mistrial, excused the jury, and rushed home to his wife. A new jury was impaneled the next day before a second judge. The defendant has objected to the second trial on double jeopardy grounds. Would the second trial violate the prohibition against double jeopardy? against double jeopardy? ?","Yes, because there was no manifest necessity for a mistrial.","Yes, because there was no manifest necessity for a mistrial.","No, because the first judge acted in good faith in declaring a mistrial.; No, because the first trial did not produce a verdict.; Yes, because the second judge's evidentiary rulings might be inconsistent with those of the first judge."
MMLU,professional_law,"A defendant and his co-conspirator were arrested and charged with robbery and conspiracy to commit robbery. Following their arrest, they were both taken to the police station and given Miranda warnings. They both expressed a desire to remain silent until they could consult an attorney. At the station house, they were booked and placed in separate jail cells. Later that day, and before any attorney consultations could take place, a police detective went to the coconspirator's cell and began interrogating him. The detective told the co-conspirator that if he cooperated in their investigation, the prosecuting attorney would drop charges against him. The co-conspirator then reluctantly confessed and implicated the defendant in the commission of the crimes. The co-conspirator also told the police where the defendant had hidden the stolen property. Based on this information, the police retrieved the stolen property, which included a diamond necklace. Later the same day, the police went to the defendant's jail cell and showed him the diamond necklace that they had recovered. They also told the defendant that the co-conspirator had confessed and implicated him in the perpetration of the crime. Confronted by this evidence, the defendant confessed. The defendant was then prosecuted for conspiracy and robbery. At the defendant's trial, the prosecution sought to introduce into evidence the necklace and the defendant's confession. The defendant's motion to exclude these offers of proof will be?","denied to the necklace, but granted to the confession. .","denied to the necklace, but granted to the confession. .","denied to both the necklace and the confession.; granted to the necklace, but denied to the confession. .; granted to both the necklace and the confession."
MMLU,professional_law,"A defendant stole a car and, while he was driving, the brakes suddenly failed, and the car veered out of control. The car jumped the sidewalk and crashed into a home, causing extensive damage to the dwelling. The defendant was arrested and charged with larceny and the separate crime of malicious destruction of property. At trial, the prosecution and the defense both stipulated that the malfunctioning of the brakes caused the car to veer out of control and damage the home. Assume that the defendant is convicted of larceny for the theft of the car. With respect to the second charge of malicious destruction of property, he should be found?","not guilty, because the malice requirement is not satisfied, since the destruction resulted from the car's malfunctioning. .","not guilty, because the malice requirement is not satisfied, since the destruction resulted from the car's malfunctioning. .","not guilty, because malicious destruction of property is a lesser included offense of larceny. .; guilty, because malice can be inferred from the defendant's intent to steal. .; guilty, because malicious destruction of property is a general intent crime. ."
MMLU,professional_law,"A man and a defendant were college roommates. With the defendant's permission, his roommate borrowed the defendant's baseball bat to use in an intramural baseball game. During the course of the game, the roommate struck out with the bases loaded. Angry at himself, the roommate took his bat and flung it into the stands. The bat struck a fan in the face and fractured his nose. The fan sued the defendant for his injury, alleging that the defendant was negligent in lending his baseball bat to his roommate when he knew that his roommate was irresponsible with bats. At trial, the fan offers evidence that on four separate occasions during the past year the roommate had negligently thrown bats during other baseball games. The fan's proffered evidence is?",admissible to show that the roommate was irresponsible in the use of bats.,admissible to show that the roommate was irresponsible in the use of bats.,"admissible to show that the roommate was negligent on the occasion when the fan was injured.; inadmissible, because it is evidence of character. .; inadmissible, because character must be proved by evidence in the form of reputation or opinion. ."
MMLU,professional_law,"For nearly three months, a supermarket underwent extensive renovations. The store was temporarily closed during the renovation period. The day the supermarket reopened, the store manager noticed that small fragments of plaster had fallen from a section of the ceiling. He promptly posted signs warning shoppers of the hazardous condition. The signs, which were printed in bold letters, read: ""ATTENTION SHOPPERS - BE ON THE LOOKOUT FOR FALLiNG PLASTER. ""That same afternoon, a shopper was shopping in the supermarket and noticed the signs. She looked at the ceiling but didn't see any plaster falling. Moments later, she was placing some squash in a bag when a section of the ceiling suddenly fell on her head. She suffered a concussion and head lacerations. Thereafter, the shopper brought a tort action against the supermarket to recover for the injuries she suffered. Her attorney hired a physician to examine the shopper in order to assist the attorney in preparing the case. At trial, the supermarket's attorney calls the physician that the shopper's attorney hired as a witness and seeks to ask the physician about statements concerning the injuries that the shopper had made to the physician in confidence and that the physician had in turn communicated to her attorney. The physician's testimony should be?","excluded, because the shopper's statements are protected by the attorney-client privilege. .","excluded, because the shopper's statements are protected by the attorney-client privilege. .","admitted, because the shopper waived the physician-patient privilege by placing her physical condition in issue. .; admitted, because the shopper's statements are deemed admissions of a party-opponent. .; excluded, because the shopper's statements are protected by the physician-patient privilege. ."
MMLU,professional_law,"A defendant was charged with the crime of rape. The judge denied him bail pursuant to a state law which states that for the crimes of rape, sexual assault on a child, and sexual assault, no person who stands accused thereof shall be entitled to bail prior to a trial in the courts of this state. The defendant was brought to trial and found guilty. After being sentenced to five to ten years in prison, the defendant appealed his conviction to the highest court in the state. The ground for his appeal was an argument that he was denied his right to counsel at the time of his arrest. While his appeal was pending, the defendant filed a civil rights action in federal court against the judge. The defendant claimed that the judge violated his rights under the excessive bail clause of the Eighth Amendment. The federal court should refuse to hear the case, because?",the case is moot.,the case is moot.,"the federal court would violate the principle of the separation of powers.; the issues are not ripe.; the issue of bail is capable of repetition, yet evading review. ."
MMLU,professional_law,A builder had a contract to build a swimming pool for a residential customer. That customer's next door neighbor went to the builder and paid him extra to break the contract with the customer and instead to build a swimming pool on the neighbor's premises. The builder commenced building a swimming pool for the neighbor and breached his contract with the original customer. The original customer sued his neighbor in a tort claim for damages. Does the original customer have a valid claim against his neighbor?,"Yes, the neighbor committed the tort of interference with contract relations by intentionally interfering with an existing contract.","Yes, the neighbor committed the tort of interference with contract relations by intentionally interfering with an existing contract.","No, people cannot be held in slavery, they have the right to contract with whomever they please.; No, the only remedy for the original customer is to sue the builder for breach of contract.; Yes, the neighbor committed the tort of interference with prospective advantage."
MMLU,professional_law,Gary Gamer purchased a computer from Electronic Warehouse Inc. Which of the below facts would be most favorable to Gary if he sought to rescind the purchase?,Gary paid for the computer and was given a box that when he unpacked it at home contained a printer unit made by the same manufacturer.,Gary paid for the computer and was given a box that when he unpacked it at home contained a printer unit made by the same manufacturer.,"Gary and the store clerk orally agreed to the sale of the computer for a price of $750.; Gary purchased the computer one month before his 18th birthday and 14 months later wants to disaffirm the contract.; The computer Gary picked out was defective, Electronic Warehouse offered to repair the computer but Gary refused to specify the particular defect and demands rescission."
MMLU,professional_law,The rational basis test is the primary standard for determining whether a statute violates the equal protection guarantees of the Fifth Amendment and the Fourteenth Amendment. Under what circumstances will the courts strike down a statutory classification for equal protection violations when using the rational basis test?,If there is no conceivable set of facts that could provide a rational basis for the classification.,If there is no conceivable set of facts that could provide a rational basis for the classification.,"When there are only plausible reasons rather than compelling reasons for the classification, it can be struck down.; A classification that tries to protect and encourage a legitimate interest of the state government will be struck down if it has a side effect of causing some inequality of treatment.; When the classification results in some inequality among classes of persons, it cannot be rationally tolerated."
MMLU,professional_law,"A buyer and a seller entered into a written contract for the sale of land. The contract satisfied the requirements of the statute of frauds. Because the buyer needed time to obtain financing, the buyer and the seller did not agree upon a closing date, and the written contract did not contain a stated closing date. Ten days after signing the contract, the buyer and the seller orally agreed to rescind the contract. The next day, the seller sold the land to a third party. Two days after that sale, the original buyer told the seller that she had changed her mind and wanted to complete their contract. When the seller told her that he had sold the land to a third party, she sued him for breach of the written contract. For whom will the court find? ?","For the buyer, because the agreement to rescind the contract was not in a writing signed by the buyer and the seller.","For the buyer, because the agreement to rescind the contract was not in a writing signed by the buyer and the seller.","For the buyer, because she informed the seller within a reasonable time that she desired to close the transaction.; For the seller, because the contract failed to contain a stated closing date.; For the seller, because the oral rescission was valid."
MMLU,professional_law,"After winning a big antitrust case, an attorney and a few associates decided to celebrate and have a few drinks at a popular downtown watering hole. After having two gimlets (a cocktail containing vodka and lime juice), the attorney left his friends and drove home. The attorney, who was a bit tipsy, began driving in an erratic and reckless manner. He was traveling at an excessive speed through a residential section of town when he approached a sharp curve in the roadway. Trying to negotiate the turn, the attorney lost control of his vehicle and veered off the road, landing on the front lawn of a woman's property. If the woman asserts a claim against the attorney for intentional trespass, she will most likely?","not prevail, because the attorney did not intentionally enter onto her property. .","not prevail, because the attorney did not intentionally enter onto her property. .","prevail, because the attorney was operating his car recklessly. .; prevail, because the attorney entered onto her property. .; not prevail, because the attorney did not damage her land. ."
MMLU,professional_law,"A boyfriend and his girlfriend broke into a house late at night with intent to steal a stereo system. Although they believed that the owner was away on a business trip, in fact he was sleeping in an upstairs bedroom. While they were inside the house, the girlfriend announced that she had changed her mind and urged her boyfriend to leave. The owner, who was awakened by the noise downstairs, descended the staircase to investigate. Upon seeing the owner, the girlfriend again urged her boyfriend to flee. Instead, the boyfriend attacked the owner and tied him up with a rope. Thereupon, the boyfriend and his girlfriend left with the owner's stereo equipment. After they left, the owner choked to death on the ropes while trying to free himself. The boyfriend and his girlfriend were charged with murder but were acquitted. Thereafter, the girlfriend was apprehended and prosecuted for felony murder. Which of the following is the girlfriend's best argument for acquittal?",The girlfriend withdrew from the commission of the underlying felony of burglary.,The girlfriend withdrew from the commission of the underlying felony of burglary.,"The acquittal of the girlfriend and her boyfriend for murder precludes any subsequent prosecution under the doctrine of res judicata.; The owner's suicidal effort to free himself was a supervening cause of death.; Since the girlfriend changed her mind, she cannot be found guilty of burglary. ."
MMLU,professional_law,"A 13-year-old girl was operating a high-speed motorboat. The boat was towing a 9-year-old boy in an inner tube tied to the rear of the motorboat by a rope. The rope became tangled around the boy's foot, causing him to suffer severe injuries. In a suit brought on the boy's behalf against the girl, the boy has introduced uncontroverted evidence that the girl drove carelessly in such a way as to entangle the boy in the rope. Is the boy likely to prevail? ?","Yes, because the girl will be held to an adult standard of care.  .","Yes, because the girl will be held to an adult standard of care.  .","No, because the boy assumed the risk.; No, because the girl was too young to be expected to appreciate and avoid the risk she expected to appreciate and avoid the risk she exposed the boy to.; Yes, because children of the girl's age should have the capacity to operate motorboats."
MMLU,professional_law,"An elderly man employed an attorney to make up his will. The man had no immediate relatives in his locality and no friends he could trust to enforce the will. The attorney induced the man to appoint the attorney to administer the will for a separate fee. He also promised the man that everything would be enforced exactly as he wished but only if he provided a special gift of $25,000 in the will to the attorney, which would be in addition to legal fees and administration fees. When the man dies, his surviving heirs challenged the foregoing provisions added by the lawyer. What legal theory most closely represents their challenge?",Undue influence.,Undue influence.,Fraudulent alienation.; Duress.; Mistake.
MMLU,professional_law,"An individual investor purchased stock through a company's stock offering. When the price of the stock plummeted, the investor sued the company in a state court in State A, claiming that the company's offering materials had fraudulently induced him to purchase the stock and seeking $25,000 in damages. A university that had purchased the company's stock through the same offering sued the company in federal court in State B, claiming that the offering materials violated federal securities laws and seeking $1 million in damages. The individual investor's suit proceeded to trial. The state court ruled that the company's offering materials contained false information and awarded the investor a $25,000 judgment. The university immediately moved for partial summary judgment in its federal action against the company, arguing that the state court judgment bound the federal court on the issue of whether the company's offering materials contained false information. Neither State A nor State B permits nonmutual issue preclusion. Should the court grant the university's motion? ?","No, because State A does not permit nonmutual issue preclusion.","No, because State A does not permit nonmutual issue preclusion.","No, because the federal court sits in a state that does not permit nonmutual issue preclusion.; Yes, because federal law permits nonmutual issue preclusion.; Yes, because the issue of whether the materials contained false information was actually litigated and necessarily decided."
MMLU,professional_law,Under which of the following situations would imposition of the death penalty most likely be justified in light of constitutional considerations?,A defendant shot and killed a police officer during an attempted bank robbery.,A defendant shot and killed a police officer during an attempted bank robbery.,"A defendant, a convict in prison, stabbed a prison guard to death and by statute is mandated to receive the death penalty. .; A defendant kidnapped and sexually assaulted a 12-year-old girl for a week before the defendant was arrested.; A defendant raped his victim and then savagely beat her with a baseball bat, causing her to suffer permanent brain damage. ."
MMLU,professional_law,"A group of students from a public state college decide to picket the college for raising tuition. After three days of picketing, the college asks a court to grant a temporary injunction against the picketers. The college claims that the picketers have violated Section 201 of the city's picketing ordinance. Assume that the court granted the temporary injunction against the students for picketing the college. ""Section 201. No picketing shall be permitted inside of, or on any sidewalk or street immediately adjacent or contiguous to public colleges without express permission of the mayor. Applications for such permission shall be filed at least three days before such picketing is intended to begin and shall state the purpose, place, and time of the proposed picketing. ""In a subsequent action challenging the constitutionality of Section 201 of the city's picketing ordinance, the court will most likely rule that the section is?","unconstitutional, because the ordinance violates petitioner's rights under the First Amendment. .","unconstitutional, because the ordinance violates petitioner's rights under the First Amendment. .","constitutional, because the ordinance is a valid exercise of the state's police power. .; constitutional, because the ordinance is within the reserved rights of the states under the Tenth Amendment. .; unconstitutional, because the ordinance is void for vagueness and overbreadth. ."
MMLU,professional_law,"While driving her company vehicle near a pedestrian mall, a woman came upon the scene of a three-car accident. She was so busy gawking at the damaged vehicles that she failed to see one of the victims lying on the road in front of her car. She hit and ran over the victim, who survived and sued the woman's company. The victim offers the testimony of a witness to the incident. Referring to the woman, the witness stated, ""The driver of that car ran over the victim as he was lying on the ground awaiting an ambulance, and said  It is all my fault, I should have been paying more attention to my driving. "" Assume for this question that the woman is available to testify. The trial judge should rule that the testimony is?",admissible as an admission.,admissible as an admission.,admissible as a declaration against interest.; admissible as a present sense impression.; inadmissible as hearsay not within any recognized exception.
MMLU,professional_law,"While shopping at a grocery store, a customer tripped over a broken tile, fell, and suffered a concussion. A few months after the accident, the customer's attorney deposed a store employee. In the deposition, the employee testified, ""I'd been telling the store manager for years to get that broken tile fixed, but he wouldn't do it. "" The employee died in an automobile accident after being deposed. At trial, the deposition should be?","admitted, as former testimony. .","admitted, as former testimony. .","admitted, as a dying declaration. .; not admitted, because it is hearsay not within any exception. .; not admitted, because the employee is not available for cross-examination. ."
MMLU,professional_law,"Aman had just won $14,000,000 in the lottery. To celebrate his good fortune, the man took a group of friends to a bar for some drinks. At the bar, the man ordered a round of drinks for everyone. As the man knew, these specific drinks that he ordered were highly intoxicating. A few minutes after finishing his drink, the man stood up to go to the bathroom. As he did so, he became very woozy, lost his balance and fell onto a table. The table flipped over and knocked the customer sitting there backward off his chair. The customer's head struck the floor with such force that he suffered a concussion. Thereafter, the man was charged with the crime of reckless endangerment, which is defined in this jurisdiction as ""reckless conduct causing physical injury to another. "" At his trial, the man called the bartender who served the drinks on the day in question to testif'. The bartender testified that the drinks she served the man and his friends were 95% alcohol. At the close of the bartender's testimony, the state objected and moved to strike her testimony. The trial judge sustained the motion. Was the trial judge correct in excluding the bartender's testimony?","Yes, because the man's intoxication was voluntary. .","Yes, because the man's intoxication was voluntary. .","Yes, because reckless endangerment is a general intent crime. .; No, because the testimony was evidence that the man did not possess the requisite mens rea. .; No, because the testimony was evidence that the man's conduct was not voluntary. ."
MMLU,professional_law,"A famous comedian had a weekly political satire program on cable television. A nationally known evangelist with his own tv show sued the comedian and the cable station for defamation. The comedian had broadcast a skit that inaccurately but satirically portrayed the evangelist as a drunken, ignorant bumbler and a hypocrite. The evangelist sued the comedian for defamation. Based on modern Supreme Court precedent, will the evangelist likely prevail in obtaining damages against the comedian?","No, such expression is protected by the First Amendment where a public figure is the subject of ridicule.","No, such expression is protected by the First Amendment where a public figure is the subject of ridicule.","No, truth is always a defense to defamation.; Yes, the type of ridicule involved is too personal and potentially damaging to be protected.; No, the protections of free speech and expression are only extended to public officials and not to public figures."
MMLU,professional_law,"A state has a statute defining burglary as ""the breaking and entering without privilege of any building or occupied structure with the intent to commit a felony therein. "" Late one night, the defendant broke into a warehouse located in the largest Ã³ity in the state. He carried with him an incendiary device with which he intended to commit arson. After breaking a window and putting his leg through the glass, the defendant was immediately arrested by a security guard. The defendant should be found guilty for which of the following crimes under modem law?",Burglary and attempted arson.,Burglary and attempted arson.,"Burglary.; Burglary, attempted arson, and robbery. .; Criminal damage to property."
MMLU,professional_law,"The night before his bar examination, the examinee's next-door neighbor was having a party. The music from the neighbor's home was so loud that the examinee couldn't fall asleep. The examinee called the neighbor and asked her to please keep the noise down. The neighbor then abruptly hung up. Angered, the examinee went into his closet and got a gun. He went outside and fired a bullet through the neighbor's living room window. Not intending to shoot anyone, the examinee fired his gun at such an angle that the bullet would hit the ceiling. He merely wanted to cause some damage to the neighbor's home to relieve his angry rage. The bullet, however, ricocheted off the ceiling and struck a partygoer in the back, killing hr. The jurisdiction makes it a misdemeanor to discharge a firearm in public. The examinee will most likely be found guilty for which of the following crimes in connection to the death of the partygoer?",Murder.,Murder.,Involuntary manslaughter.; Voluntary manslaughter.; Discharge of a firearm in public.
MMLU,professional_law,"A man sued a railroad for personal injuries suffered when his car was struck by a train at an unguarded crossing. A major issue is whether the train sounded its whistle before arriving at the crossing. The railroad has offered the testimony of a resident who has lived near the crossing for 15 years. Although she was not present on the occasion in question, she will testify that, whenever she is home, the train always sounds its whistle before arriving at the crossing. Is the residentÕs testimony admissible?","Yes, as evidence of a routine practice.","Yes, as evidence of a routine practice.","No, due to the residentÕs lack of personal knowledge regarding the incident in question.; No, because habit evidence is limited to the conduct of persons, not businesses.; Yes, as a summary of her present sense impressions."
MMLU,professional_law,"A man is suing a store for damages for injuries allegedly suffered when a can of soup fell on his toe while he was shopping. At trial, the store calls a member of the local community to testif' that the man's reputation for honesty is poor, and that he is known far and wide as the biggest storyteller intown. This testimony is?","admissible, but only to discredit the man's testimony that the accident happened in the manner in which he claims it did. .","admissible, but only to discredit the man's testimony that the accident happened in the manner in which he claims it did. .","admissible, but only to show the likely exaggeration of the man's alleged injuries. .; inadmissible character evidence.; inadmissible, because the man's testimony has not yet been rebutted by the store, and his credibility is, therefore, not yet susceptible to attack. ."
MMLU,professional_law,"A developer acquired a large parcel that he intended to convert into a residential subdivision. The developer met with the man who owned the adjoining property and informed him of the proposed development plans. During their discussion, the man expressed concern about the increased traffic and noise from the subdivision. Thus, the parties orally agreed that the developer would contract with someone to erect a brick wall between their respective properties, and that the man would reimburse the developer for half the expenses the developer incurred in having the wall erected. Thereafter, the developer hired a mason to erect the wall for $10,000. The developer explained to the mason that the wall was being built between his property and the man's. He further advised the mason that although he (the developer) would be paying the mason the $10,000, the man had agreed to reimburse the developer for half the price. The mason built the wall as agreed. However, the developer refused to pay the mason anything, and the mason, in turn, did not sue the developer for the agreed price. The mason has now brought an action against the man to recover $5,000. Which of the following is the man's best defense?",The mason is not an intended beneficiary of the agreement between the developer and the man.,The mason is not an intended beneficiary of the agreement between the developer and the man.,"By suing the man for half the contract price, the mason is wrongfully splitting his cause of action. .; The agreement between the developer and the mason was not in writing.; The agreement between the developer and the man was not in writing."
MMLU,professional_law,"A plaintiff is bringing an action against a defendant to quiet title to determine ownership of lakefront riparian property. At issue is the mean water level of the lake. For the past several years, a commercial fisherman has kept daily logs of the lake's water level. In preparation for trial, the plaintiff hired a graphic artist to prepare charts from the fisherman's logs to establish the property's boundary line. Based upon the information contained in the fisherman's logs, the graphic artist compiled a number of charts, which the plaintiff now seeks to introduce into evidence. At trial, it was determined that the fisherman is an expert on water level computations. The defendant objects to the charts being offered into evidence. The court will most likely rule the charts?","admissible, because they are summaries of voluminous records. .","admissible, because they are summaries of voluminous records. .","admissible, because the fisherman is an expert on water level computations. .; inadmissible, because the charts are hearsay not within any recognized exception. .; inadmissible, because the fisherman's daily logs are the best evidence of the lake's water level. ."
MMLU,professional_law,"In January, while he was driving on the street, a defendant lost control of his car, hitting and killing a small child. The child's parents sued the defendant for causing the wrongful death of their child. At trial, the parents' attorney calls a bystander to testify that the defendant's car was traveling well over the 25 m. p. h. speed limit on that street. Upon objection by the defendant's attorney, the trial judge would rule the bystander's testimony?","admissible, because the bystander's opinion is based on his own perception. .","admissible, because the bystander's opinion is based on his own perception. .","admissible, as a declaration of existing state of mind. .; inadmissible, as hearsay not within any of the exceptions. .; inadmissible, because a lay witness is not qualified to testify about the speed of a vehicle. ."
MMLU,professional_law,"A woman lived in a town that has an ordinance that prohibits littering. While the woman was taking a stroll one morning, she passed a man who was standing on the sidewalk and eating a doughnut. As he finished the doughnut, the man wiped his mouth with a paper napkin. He then wadded up the napkin into a small ball and dropped it on the sidewalk. Seeing this, the woman stopped and admonished the man for throwing his trash on the ground. She told him about the town ordinance that prohibits littering and said that a police officer could give him a citation that would require him to pay a fine. The man was very insulted and annoyed to be lectured like this. If the man institutes a civil action against the woman, the man will most likely?","not recover, because the woman's conduct was customary and reasonable under the circumstances. .","not recover, because the woman's conduct was customary and reasonable under the circumstances. .","recover for battery.; recover for negligence.; not recover, because the fact that an ordinance prohibited the man's conduct would preclude recovery as a matter of law. ."
MMLU,professional_law,"A pedestrian was walking on a crowded and busy city street when he fell down an opened manhole that he did not notice. City workers had put a small sign at the opening, stating ""Danger Do Not Walk"", but they did not barricade the area. The city defended the pedestrian's lawsuit by claiming not only that he was contributorily negligent but also that he voluntarily assumed the risk. Will the city prevail on the assumption of the risk defense?","No, because the warning was not enough to tell him that there was an opened manhole in front of him.","No, because the warning was not enough to tell him that there was an opened manhole in front of him.","Yes, because there was a sign and the pedestrian proceeded knowingly and voluntarily into the danger anyway.; No, because contributory negligence and assumption of the risk cannot both be claimed at the same time.; Yes, he reasonably should have known of the danger under the circumstances."
MMLU,professional_law,A state assesses a poll tax on people for registration to vote to elect state legislators. A group of minority citizens sues the state alleging denial of equal protection in that the right to vote cannot be based on the ability to pay a poll tax. The group does not present any evidence that the purpose of adopting the tax was to discriminate. There is no evidence of any specific effect that the tax has had on any class of people. Will the group succeed in striking down the tax?,"Yes, because the tax discriminates against poor people who will be less able to afford paying it, thus denying them equal protection of the laws.","Yes, because the tax discriminates against poor people who will be less able to afford paying it, thus denying them equal protection of the laws.","No, the mere fact that a law results in treating some groups differently from others does not automatically amount to a violation of the Equal Protection Clause.; No, because this is a state tax that does not apply to voting for federal candidates, and it is therefore exempt from the Equal Protection Clause.; Yes, because the tax impedes the substantive due process right of every citizen to vote."
MMLU,professional_law,"In 1963, Smith, the record owner of Winterthur died and in his will he devised Winterthur to ""my son, Samuel, and his heirs, but if Samuel dies without issue to my daughter, Dixie, and her heirs. "" Then Samuel deeded to ""Bailey and his heirs,"" which was executed on July 1, 1973 and recorded on the same date. In 1974, Bailey died and in his will he devised Winterthur to ""my brother Corley for life, then to Corley's heirs. "" In 1983, Corley executed a general warranty deed in which he conveyed ""all my right, title and interest in Winterthur to my children, Jesse and James. "" James died intestate in 1988, leaving his 14-year-old son, Butch, as his only heir. Corley died in 1993, leaving Butch and Jesse as heirs. In 1998, Butch and Jesee conveyed Winterthur by a general warranty deed to ""Barnes and his heirs. "" Although both Butch and Jesse were married, their respective wives did not join in the deed. Barnes has been in continuous possession of the home since 1998. Samuel died on January 1, 2009 without issue, and Dixie is still alive. In March 2009, Dixie, asserting that her title was held free of any claim by Barnes, instituted suit against Barnes to quiet title to Winterthur. Judgment should be for?","Dixie, because she acquired fee simple interest at the time of Samuel's death in January 2009. .","Dixie, because she acquired fee simple interest at the time of Samuel's death in January 2009. .","Barnes, because his prior recorded deed would be deemed to be outside Dixie's chain of title. .; Barnes, because the devise to Dixie would be violative of the Rule against Perpetuities. .; Dixie, because she acquired an indefeasible vested remainder under her father's will in1963. ."
MMLU,professional_law,"A man who believed that his wife was cheating on him with her gym trainer decided to kill the trainer. He loaded his handgun and set off for the trainer's house. Because he was anxious about committing the crime, the man first stopped at a bar, drank eight shots of hard liquor, and became intoxicated. He then left the bar and went to the trainer's house. When the trainer answered the door, the man shot and killed him. The man then passed out on the trainer's porch. The man has been charged with murder in a jurisdiction that follows the common law. Can the man raise an intoxication defense? ?","No, because the man intended to commit the murder and drank to strengthen his nerve.","No, because the man intended to commit the murder and drank to strengthen his nerve.","No, because drinking at the bar was the proximate cause of the killing.; Yes, because drinking at the bar was a foreseeable intervening cause of the killing.; Yes, because the man's intoxication negated the specific intent required for murder."
MMLU,professional_law,"A guitarist and lead singer for a rock and roll band was performing a concert when an overhead strobe light fell on stage and struck him. The singer suffered a fractured skull and was hospitalized for an extended period of time. A lighting company was hired by the venue to perform the strobe lighting show at the concert. During his hospital stay, the singer sent a letter to the lighting company's president threatening to sue and holding the lighting company responsible for the accident. After receiving the singer's letter, the company's attorney visited the singer at the hospital where he was being treated. The attorney entered the singer's hospital room and told him, ""The company will pay your medical expenses if you will give a release. "" The singer remained silent, and the attorney then left the room. Thereafter, the singer filed a lawsuit against the lighting company to recover damages for his injury. At trial, the singer seeks to introduce into evidence the attorney's statement at the hospital. Upon objection, the attorney's statement should be?","excluded, as an offer to compromise. .","excluded, as an offer to compromise. .","admitted, as a vicarious admission. .; admitted, as a declaration against interest. .; excluded, as a privileged attorney-client communication. ."
MMLU,professional_law,"Water Works had a long-standing policy of offering employees $100 for suggestions actually used.  Due to inflation and a decline in the quantity and quality of suggestions received, Water Works decided to increase the award to $500.  Several suggestions were under consideration at that time.  Two days prior to the public announcement of the increase to $500, a suggestion by Farber was accepted and put into use.  Farber is seeking to collect $500. Farber is entitled to?",$100 in accordance with the original offer.,$100 in accordance with the original offer.,$500 because Water Works had decided to pay that amount.; $500 because the suggestion submitted will be used during the period that Water Works indicated it would pay $500.; Nothing if Water Works chooses not to pay since the offer was gratuitous.
MMLU,professional_law,"After drinking for many hours, a very drunk man encountered another man in a convenience store and asked him for five dollars. The customer refused, and the drunk man knocked him down and began beating his head against the floor. The drunk man woke up hours later in jail, with no memory of the events. The police charged him with aggravated assault, which required proof of specific intent. At trial, the drunk man asked for an additional jury charge of simple assault, which did not require specific intent. The trial court refused, and the drunk man was convicted of aggravated assault. On appeal, will the appeals court likely reverse for a new trial, ordering that a charge on simple assault be added?","Yes, because the evidence of voluntary intoxication could rule out a finding of specific intent, and therefore the jury should have the choice of each crime before it.","Yes, because the evidence of voluntary intoxication could rule out a finding of specific intent, and therefore the jury should have the choice of each crime before it.","Yes, because the lesser included crime must always be a part of the jury charge in order to allow the jury to pick and choose whichever crime it feels applies.; No, because voluntary intoxication is no defense to crime.; No, because the violent force of beating his head on the ground would preclude a simple assault charge as a matter of law."
MMLU,professional_law,"A buyer signed a contract to purchase a tract of land from a developer. The contract was signed on May 1, 2008, and the closing was set for June 15, 2008. The land was located in a jurisdiction that has in force the following statute:Statute of Limitations ""an action to recover the possession of land shall be brought within twenty (20) years after the cause thereof accrued, but if a person who is entitled to bring such action at the time the cause accrued is within the age of minority (under 21) or of unsound mind, such action may be brought within ten (10) years after such disability is removed. ""This statute was enacted in the jurisdiction in 1932. The land in question had been owned by a doctor in 1962. On September 1, 1962, the doctor died intestate. The doctor's administratrix conveyed the tract to the developer on November 1, 1962, which the latter recorded on the same date. During her title search, the buyer learned that the administratrix had never obtained any license to sell the land in question. The buyer also learned that the administratrix never formally received the approval of any court with respect to the administration of the doctor's estate. Moreover, the buyer ascertained that the developer entered into possession of the land in question on November 1, 1962. The developer was ousted from the land in question by a woman on October 1, 1982. The developer then recovered possession of the land from the woman in an action of ejectment on December 31, 1982. The buyer should be advised that the developer became the owner of the land in question on?","December 31, 2002. .","December 31, 2002. .","November 1, 1962. .; November 1, 1982. .; December 31, 1982. ."
